"AreaCode","AreaName","Year","FBS.mult","EDemand_p","EDemand_lb","EDemand_ub"
"109","Jamaica","2009",0.880373488189249,1426.21747381688,1288.6459863971,1546.49237424125
"109","Jamaica","2010",0.826476591710658,1170.7896250471,1055.82595673158,1272.79604130076
"109","Jamaica","2011",0.840018281048386,1148.10217701939,1034.48301376198,1248.80499154243
"109","Jamaica","2012",0.861592488441872,1207.36604234905,1087.52469017785,1313.28299756348
"11","Austria","2007",0.778450814429243,3975.01111750903,3211.45042151479,4894.38628330741
"11","Austria","2008",0.844640069295825,4423.83788258572,3571.09028894986,5449.51815416818
"11","Austria","2009",0.848318426357675,4299.39502069058,3448.77797969671,5325.04054916197
"11","Austria","2010",0.848702600607772,4383.91238223823,3522.59529845846,5421.43312633061
"11","Austria","2011",0.850918952602742,4396.89095017919,3547.84450769965,5420.318067768
"11","Austria","2012",0.804753958794089,3820.51800123025,3039.46485449562,4769.05430706736
"110","Japan","2007",0.577903313576852,1075.83458494502,803.425270077229,1368.39749943805
"110","Japan","2008",0.572321490027599,1060.68394686553,788.561077032336,1352.30638504706
"110","Japan","2009",0.566709437206538,1053.81658869111,787.085477633541,1339.4647112482
"110","Japan","2010",0.559878989889014,1033.58152098938,779.134773819533,1307.1215554089
"110","Japan","2011",0.5664218960684,884.960921578477,637.002310783478,1157.88907766466
"110","Japan","2012",0.553159558047981,872.625013780337,625.036359276896,1147.1587391262
"112","Jordan","2007",0.892159453951982,1031.14721326824,880.847881375861,1166.750784275
"112","Jordan","2008",0.822561795942348,974.210086527222,831.840988065296,1103.49149884852
"112","Jordan","2009",0.794696055805179,890.65437038068,762.041475856151,1008.50186384523
"112","Jordan","2010",0.788994692596962,929.23416604722,801.111142072129,1043.11939655398
"112","Jordan","2011",0.785089250148532,925.396606598732,794.714591167043,1041.6941147276
"112","Jordan","2012",0.793394927374797,797.497778826933,680.327357424606,904.42918044144
"113","Kyrgyzstan","2007",0.812213868238696,406.926120924867,271.768554086996,701.106863718905
"113","Kyrgyzstan","2008",0.818726551837514,427.624428514298,284.111869649269,733.754554975155
"113","Kyrgyzstan","2009",0.878317817438791,446.7814165989,294.551025457039,758.523802720521
"113","Kyrgyzstan","2010",0.852035231705581,443.233373084937,291.258010418995,751.385163779113
"113","Kyrgyzstan","2011",0.837239825382665,441.197328553709,291.506826252204,739.50303264311
"113","Kyrgyzstan","2012",0.839891680107223,416.527687108982,271.032889202716,706.838744007922
"114","Kenya","2007",0.839316486016331,364.93487476163,228.822073270095,610.224064877371
"114","Kenya","2008",0.88834789020491,374.990343645573,235.743741880579,628.856297915613
"114","Kenya","2009",0.885163701597484,352.77450142314,224.258102825228,580.203397031217
"114","Kenya","2010",0.917517229173347,363.645294430638,229.213928849854,606.334319697864
"114","Kenya","2011",0.874142124233848,342.073790107264,217.395144037242,567.773632932607
"114","Kenya","2012",0.838573620189355,309.221715612653,195.963611610676,518.732896803424
"115","Cambodia","2007",0.68665795377437,547.78958200613,450.166646305187,664.45590383861
"115","Cambodia","2008",0.674043191868739,522.670116699408,428.4455131507,635.523650840553
"115","Cambodia","2009",0.740691594814556,585.127207248379,480.122574082695,708.914663628879
"115","Cambodia","2010",0.667085643575716,500.782900638372,411.08026237802,607.66505671619
"115","Cambodia","2011",0.68913521113751,509.88103944714,420.421336068378,615.815635758052
"115","Cambodia","2012",0.689797844859743,484.299677278653,401.022928960744,585.953211405222
"116","Democratic.People's.Republic.of.Korea","2007",0.730368411077744,394.758441364993,380.247343807107,419.49415233439
"116","Democratic.People's.Republic.of.Korea","2008",0.548581912958212,283.149423965491,271.739390255802,302.131358492964
"116","Democratic.People's.Republic.of.Korea","2009",0.586284612625914,297.390100615013,284.608064257478,318.163807972003
"116","Democratic.People's.Republic.of.Korea","2010",0.532371776790159,282.355384044483,269.995421312326,301.872163407379
"116","Democratic.People's.Republic.of.Korea","2011",0.533250978442431,288.89082327265,275.853795101741,309.061396090811
"116","Democratic.People's.Republic.of.Korea","2012",0.581220783932884,338.824934902246,323.398489039206,362.07018221972
"117","Republic.of.Korea","2007",0.518889553874349,1071.36844491194,747.596304200165,1386.94181103654
"117","Republic.of.Korea","2008",0.490970123284661,1020.9185124389,694.450855142698,1335.07462059854
"117","Republic.of.Korea","2009",0.554725525527362,1279.92139083798,863.805363139955,1671.5361861416
"117","Republic.of.Korea","2010",0.520810712674298,1218.76216378883,831.784120057219,1566.12152361311
"117","Republic.of.Korea","2011",0.539016133968056,1205.29625181405,803.5691587695,1575.38762229611
"117","Republic.of.Korea","2012",0.50848439013691,1197.37822831937,797.606566193634,1554.11316694509
"118","Kuwait","2007",0.705679096054693,1744.00854417593,1663.71910760492,1822.91486736064
"118","Kuwait","2008",0.717804264686638,1891.84426106379,1788.82100631108,1991.94580553456
"118","Kuwait","2009",0.790439412858058,2331.19281170416,2192.00361224192,2464.40245241228
"118","Kuwait","2010",0.74947615468597,1626.91105828268,1515.24486646186,1733.62828892302
"118","Kuwait","2011",0.764494877239908,1672.00978110558,1550.13737461143,1787.4770721554
"118","Kuwait","2012",0.703551238731398,1509.13098983906,1391.80525293362,1619.51830724235
"119","Latvia","2007",0.752213938932723,2161.65350731802,1879.33171122504,2506.52951236045
"119","Latvia","2008",0.659899198408399,1978.72621502645,1723.7159282364,2290.42441788645
"119","Latvia","2009",0.727898835616625,2148.22886669538,1883.25518224724,2469.76386174263
"119","Latvia","2010",0.687480314567865,2036.00569971752,1781.55940638989,2346.0484717733
"119","Latvia","2011",0.704433488983924,2124.4440348608,1864.91697500205,2439.24172889084
"119","Latvia","2012",0.812176838555254,2355.37478222295,2055.96226178119,2719.64077570228
"120","Lao.People's.Democratic.Republic","2007",0.783878253950945,939.136728761447,766.899596301396,1156.90965580346
"120","Lao.People's.Democratic.Republic","2008",0.859519490917267,1066.28921363604,873.382031849056,1306.20690718569
"120","Lao.People's.Democratic.Republic","2009",0.864103521414688,1124.39132805599,925.19833292528,1367.18464774905
"120","Lao.People's.Democratic.Republic","2010",0.837962766768981,1151.83261290234,949.787735739944,1394.1560675972
"120","Lao.People's.Democratic.Republic","2011",0.818461751926477,1141.96422097069,939.74364136137,1385.07578319565
"120","Lao.People's.Democratic.Republic","2012",0.833448184267241,1220.06357735804,1005.60929176766,1470.6909268403
"121","Lebanon","2007",0.783422563876822,1956.3937936403,1499.06521958341,2236.67750001085
"121","Lebanon","2008",0.797006146800809,2105.4496348501,1615.39483836557,2407.78109041907
"121","Lebanon","2009",0.789132101825814,2212.42380108683,1687.51138746914,2525.46095614369
"121","Lebanon","2010",0.776158490983434,2323.88732224536,1762.68354175706,2647.60265079337
"121","Lebanon","2011",0.700127939982038,2452.58724439677,1849.69670708357,2792.14436148647
"121","Lebanon","2012",0.748714845510549,2744.79276478348,2057.1342470223,3118.83179280713
"122","Lesotho","2007",1,387.0458272,310.0181143,476.6128944
"122","Lesotho","2008",0.962158487474746,216.24831067371,166.746897839298,281.040229096382
"122","Lesotho","2009",0.969682242802163,222.073976523173,170.670079878342,288.692499504346
"122","Lesotho","2010",1,208.1516056,160.2668559,272.4294667
"122","Lesotho","2011",0.999999463679103,211.344602851412,159.963592808136,281.689289024067
"122","Lesotho","2012",0.999924185515955,212.128326580998,159.554993203348,283.635001428298
"123","Liberia","2007",0.507214517641043,160.891473167852,135.063544537547,192.495925209405
"123","Liberia","2008",0.811700791306433,268.789996919854,226.292409199768,319.679121449115
"123","Liberia","2009",0.820701029839502,282.139054083694,237.963999794992,333.968784743886
"123","Liberia","2010",0.408156028135303,146.407295465572,123.546820241983,172.681375712244
"123","Liberia","2011",0.888753799010295,327.65186935128,276.582076186349,385.484688852636
"123","Liberia","2012",0.808159369131491,296.712107905025,250.539457044339,348.953266502616
"124","Libyan.Arab.Jamahiriya","2007",0.791852000971992,1017.82493498755,992.791846867437,1068.89724629873
"124","Libyan.Arab.Jamahiriya","2008",0.791744520734774,960.494407967762,931.721036824027,1014.4392304868
"124","Libyan.Arab.Jamahiriya","2009",0.914616131291384,1136.94777126736,1098.94000160774,1203.7489079349
"124","Libyan.Arab.Jamahiriya","2010",0.949189588693542,1199.39775254634,1155.02001169523,1271.62067143289
"124","Libyan.Arab.Jamahiriya","2011",0.852410430173504,1099.78369869708,1056.14093420895,1167.59809612397
"124","Libyan.Arab.Jamahiriya","2012",0.827109984690154,1074.24478572062,1028.64754473883,1142.45706062042
"126","Lithuania","2007",0.785254949803466,3247.01718654624,2526.78122330148,4230.96568943859
"126","Lithuania","2008",0.729853016303785,2849.25662998341,2215.99300777718,3715.73374379278
"126","Lithuania","2009",0.830752057019391,3362.73006612653,2499.09614568934,4562.31471687249
"126","Lithuania","2010",0.759352726034118,3112.58771397524,2344.35974921451,4175.28790323171
"126","Lithuania","2011",0.74166923280661,3095.87125414926,2314.90985611865,4178.8182546189
"126","Lithuania","2012",0.760763446607062,3067.75143310182,2231.4110320656,4232.46143944041
"128","China..Macao.SAR","2007",0.00128484202050033,0.334843723539154,0.213706601750866,0.390989714167945
"128","China..Macao.SAR","2008",0.012262127412614,2.71172901963641,1.73366733826028,3.16344748002982
"128","China..Macao.SAR","2009",0.0110039030070133,2.36844034153345,1.51376730391736,2.76292444216979
"128","China..Macao.SAR","2010",0.0004327991957867,0.090926502545669,0.0581249682194465,0.106046857135281
"128","China..Macao.SAR","2011",0.463524984604214,95.4082779684344,61.0794484683795,111.182436507605
"128","China..Macao.SAR","2012",0.0133009601620889,2.68813586400108,1.72456718322741,3.12907457379194
"129","Madagascar","2007",0.830244856178121,488.610848150225,379.058953666323,603.675916683841
"129","Madagascar","2008",0.845729416214697,494.158873392639,383.243318100745,610.262539634871
"129","Madagascar","2009",0.847321564983173,492.813241695898,384.063081648025,606.471887018194
"129","Madagascar","2010",0.840061996089771,486.469314214219,379.279310537901,597.710734022705
"129","Madagascar","2011",0.844838485033573,485.034958469236,377.588962098195,596.011952895316
"129","Madagascar","2012",0.894537655046165,507.765307958001,395.334585199584,623.12757445366
"13","Bahrain","2007",0.0665018423556794,8.49478960184988,4.72971432697769,11.2300268238446
"13","Bahrain","2008",0.141680977069904,19.405165885629,10.8347391686674,24.5056137616815
"13","Bahrain","2009",0.0556117382583517,7.41522940585342,4.18469823410884,9.38069467829392
"13","Bahrain","2010",0.170530966616724,22.23608428546,12.4467108728889,29.3497139130299
"13","Bahrain","2011",0.216405177338731,27.8156864507977,15.6736691194095,36.5685099729457
"13","Bahrain","2012",0.00162177960930137,0.207771278622106,0.11730052695525,0.2728102570157
"130","Malawi","2007",0.755589195726383,161.38914110852,126.776574762357,193.398368251628
"130","Malawi","2008",0.730158976863807,165.246386731627,129.453498710993,199.142991505198
"130","Malawi","2009",0.74257774868881,177.36808729522,140.118149291655,213.241190954249
"130","Malawi","2010",0.757866667193742,169.139641475499,133.426191537914,203.952518300883
"130","Malawi","2011",0.756116112036669,184.913385482007,146.033993674234,223.28925635801
"130","Malawi","2012",0.666070958127141,168.812112665025,132.117355860299,205.350067241036
"131","Malaysia","2007",0.630995866919552,2055.73331585839,1673.78284962176,2234.99844028548
"131","Malaysia","2008",0.647846605174606,2168.80768501927,1763.58330806849,2355.72082114868
"131","Malaysia","2009",0.638379383141579,2118.33708658254,1722.77081103293,2299.64398954277
"131","Malaysia","2010",0.634791154373046,2167.58264019472,1761.88356092817,2350.8471994061
"131","Malaysia","2011",0.693480065716946,2455.41382844644,1989.5067400401,2661.01916587114
"131","Malaysia","2012",0.66432528936039,2360.89404638402,1911.7132343529,2557.04192549399
"133","Mali","2007",0.535312938627543,205.669628473229,151.874077003602,280.363365390521
"133","Mali","2008",0.578974840318432,251.05351229548,187.691576121819,334.750935735057
"133","Mali","2009",0.678332214598865,290.281192105356,217.029813380993,386.442299242183
"133","Mali","2010",0.647752508680263,284.014528228704,213.085735860806,375.580897476835
"133","Mali","2011",0.591741687378274,253.595463519504,190.060298255911,335.673336708222
"133","Mali","2012",0.592471685930735,243.178439305772,181.603651906252,322.830467194126
"134","Malta","2007",0.275252720596332,485.210950343786,116.989003345497,692.987355545348
"134","Malta","2008",0.525629838498659,960.51676351193,248.595998944237,1342.58559496389
"134","Malta","2009",0.432684641038577,713.258294705554,180.227890664126,1004.26995823119
"134","Malta","2010",0.549914061466074,881.010364211489,238.074296005292,1256.38840162133
"134","Malta","2011",0.326686577710267,424.133738931278,104.850866188089,630.165406277312
"134","Malta","2012",0.413215439857685,545.425881783333,151.135188047782,804.474356663351
"136","Mauritania","2007",0.730409039052207,247.394218263019,187.896671973305,457.679251807025
"136","Mauritania","2008",0.936370609412253,306.211936634689,228.863267454047,587.387026806381
"136","Mauritania","2009",0.907336407518672,301.537449964481,221.166223218486,579.503506909782
"136","Mauritania","2010",0.937439411598302,309.870451075783,226.737285653609,595.52643539502
"136","Mauritania","2011",0.907732156979519,295.52084567791,216.279320691525,567.058531353023
"136","Mauritania","2012",0.714833053659571,233.076800344125,170.594502731065,443.337765725329
"138","Mexico","2007",0.726296613595343,1949.18582146169,1758.48673379235,2232.74774009951
"138","Mexico","2008",0.714187206576356,1909.58167532401,1722.97413906699,2185.79269830297
"138","Mexico","2009",0.683181416495194,1819.30434367081,1640.95966478257,2081.79143916582
"138","Mexico","2010",0.688551797644918,1837.84478829352,1658.19745579538,2101.59054976415
"138","Mexico","2011",0.661233805344676,1766.81605871236,1595.84080589257,2017.16814242379
"138","Mexico","2012",0.700478009598731,1852.86914300987,1673.30755510945,2118.36034509671
"141","Mongolia","2007",0.833554474132465,1410.26822379136,804.120637961536,6415.19846872967
"141","Mongolia","2008",0.782856040405272,1386.29980848955,781.956604887896,6263.31316202185
"141","Mongolia","2009",0.866168278624035,1549.58600142394,883.118187947672,6618.25741883147
"141","Mongolia","2010",0.851406485488785,1122.83871120305,626.411794568024,5774.73276041094
"141","Mongolia","2011",0.948865821905517,1392.15671177595,778.158902521332,6860.72396043888
"141","Mongolia","2012",0.928115493540059,1582.52510694811,854.555522369347,7571.14055139708
"143","Morocco","2007",0.629395161236196,740.320181741455,642.125028945303,829.952271755078
"143","Morocco","2008",0.689412741846824,904.248856550056,789.144108069571,1007.55357103985
"143","Morocco","2009",0.750535860997485,1025.99535239411,898.324785534891,1139.20714985823
"143","Morocco","2010",0.673150195080455,964.428414197444,844.356613298564,1070.59189878041
"143","Morocco","2011",0.748658208064629,1113.33552737751,975.543329648579,1233.15454301441
"143","Morocco","2012",0.664354954374755,965.875653937328,845.728742585398,1071.56026547055
"144","Mozambique","2007",0.719924394665755,392.717717503366,297.156643305958,535.656483657646
"144","Mozambique","2008",0.70205952642305,270.893459110953,204.819615064048,383.609210575386
"144","Mozambique","2009",0.701543870285628,315.004599179072,241.769988869135,429.663489209299
"144","Mozambique","2010",0.834038661614224,416.161025540426,321.904917625164,559.76939300041
"144","Mozambique","2011",0.779845702442013,371.74255346548,287.731647025196,507.407682169027
"144","Mozambique","2012",0.631445937309969,302.926837152138,234.37608587795,413.283724230517
"146","Republic.of.Moldova","2007",0.966549269194098,2475.40982256946,969.427026593832,3680.25051222276
"146","Republic.of.Moldova","2008",0.849739293519623,1634.82662410337,746.377467179359,2463.10757020724
"146","Republic.of.Moldova","2009",0.93020426296017,1857.04424500004,810.018954600045,2794.56893551822
"146","Republic.of.Moldova","2010",0.844821011680256,2054.00987122509,961.386631186665,2970.93601663421
"146","Republic.of.Moldova","2011",1,3332.018506,1661.227779,4488.729337
"146","Republic.of.Moldova","2012",0.936610543540899,2577.09729190762,1213.5534590676,3575.10454946753
"147","Namibia","2007",0.473715546253405,239.172529381953,131.884864102569,572.20662090128
"147","Namibia","2008",0.153763227496658,74.7700029038,42.2817780539603,170.984456497064
"147","Namibia","2009",0.282303067496713,136.294486323224,77.235135860053,310.894022061173
"147","Namibia","2010",0.333245793809564,161.085257373787,92.677450053636,361.339860181209
"147","Namibia","2011",0.407080646804242,197.731864616133,114.651630604878,439.876615502218
"147","Namibia","2012",0.24097783729376,117.451639985978,67.8248911748234,259.020764410659
"149","Nepal","2007",0.874796135332362,250.963596794073,198.737771417842,311.485502943501
"149","Nepal","2008",0.869281619549655,254.574692554806,202.374013578418,314.935535153528
"149","Nepal","2009",0.84428400107959,247.028817027933,196.374261690973,305.678535512107
"149","Nepal","2010",0.828855737828989,246.601765841281,196.157944058806,304.751826684329
"149","Nepal","2011",0.832705008059924,305.675697155954,244.863923576066,372.555039312462
"149","Nepal","2012",0.895858066485337,355.362635586222,285.70851293085,430.77522710668
"150","Netherlands","2007",0.500060091131909,4312.19982866047,3291.45992006906,5222.29230649115
"150","Netherlands","2008",0.447847656067342,3901.63842497302,2987.15370159939,4706.98299432627
"150","Netherlands","2009",0.48200983857219,4338.83418696738,3332.17486197332,5216.09273954396
"150","Netherlands","2010",0.518623673214643,4689.51926079468,3616.68302801716,5615.44506316194
"150","Netherlands","2011",0.447465301105846,4035.02976935166,3120.68674552726,4834.32537845607
"150","Netherlands","2012",0.340055908112566,3048.88822817638,2335.96609725366,3664.68286494469
"154","The.former.Yugoslav.Republic.of.Macedonia","2007",0.88644831090617,1819.78566866153,1572.71295074683,2037.2830855783
"154","The.former.Yugoslav.Republic.of.Macedonia","2008",0.892129093835685,1792.99016881601,1546.05309555872,2010.74285709065
"154","The.former.Yugoslav.Republic.of.Macedonia","2009",0.878811913415608,1664.27147416189,1427.98886452315,1871.42436631378
"154","The.former.Yugoslav.Republic.of.Macedonia","2010",0.893777311790685,1665.37878207331,1421.49182572066,1882.66895092645
"154","The.former.Yugoslav.Republic.of.Macedonia","2011",0.899700308344248,1664.6694752538,1421.47000489825,1880.68059969218
"154","The.former.Yugoslav.Republic.of.Macedonia","2012",0.910996784150276,1504.24143194443,1250.89258310851,1736.82182339472
"156","New.Zealand","2007",0.740308978503877,6486.37329888722,4503.38389295491,9376.46984273263
"156","New.Zealand","2008",0.569674120251121,4856.54716953896,3355.00721297548,7053.99878916387
"156","New.Zealand","2009",0.655564010661331,5344.37691882594,3577.91300348571,7948.59794844331
"156","New.Zealand","2010",0.506058362903057,4145.26757020883,2779.94535491152,6157.30684062761
"156","New.Zealand","2011",0.438376240680406,3594.82246819577,2403.38048416474,5356.65716735286
"156","New.Zealand","2012",0.467777383613552,4018.424997544,2654.33516293428,6049.70041448396
"157","Nicaragua","2007",0.670854838513773,1290.61778644377,952.331835265189,1760.96423558358
"157","Nicaragua","2008",0.53398446327293,1029.957269227,765.928910878148,1394.11640503666
"157","Nicaragua","2009",0.585068071166974,1152.76720076222,854.516533508324,1566.19201887267
"157","Nicaragua","2010",0.549943227531964,1093.13049765388,809.851962289033,1485.20643660098
"157","Nicaragua","2011",0.670264819655688,1350.30922328619,1004.67629130298,1825.39858918508
"157","Nicaragua","2012",0.611283103272531,1238.7499701053,931.555253855598,1657.53040928538
"158","Niger","2007",0.845164790583544,136.518581960578,110.465836469891,179.159423026563
"158","Niger","2008",0.834212159803284,135.706685633919,108.691782286024,178.755463610434
"158","Niger","2009",0.705912350219606,139.796133226573,117.199640227078,173.847831878044
"158","Niger","2010",0.809379811681183,158.843723501133,132.269373383995,198.167362979946
"158","Niger","2011",0.76991852080299,145.665182635901,120.925160216341,182.063182105131
"158","Niger","2012",0.803808552880536,149.546099263374,123.993983909001,186.444007387709
"159","Nigeria","2007",0.698953391605388,237.315921627634,186.533124038045,277.297272715003
"159","Nigeria","2008",0.6867431207897,238.669903319425,187.355101222378,278.403386606254
"159","Nigeria","2009",0.660469037801331,234.106965058644,183.509653015747,272.60313320751
"159","Nigeria","2010",0.660669851139525,239.287156032959,187.304291561809,278.209849931146
"159","Nigeria","2011",0.700826927808521,261.06429915513,202.878706728429,307.096999280688
"159","Nigeria","2012",0.694693914298504,254.369475869355,197.123111321173,299.440910530087
"16","Bangladesh","2007",0.67580697300494,205.340641550967,164.983519119871,301.071681410547
"16","Bangladesh","2008",0.8089281584883,253.87265248102,205.375569634336,368.365788063152
"16","Bangladesh","2009",0.671707053709798,221.072940011762,180.146046324944,316.629472355499
"16","Bangladesh","2010",0.726387399273517,248.754601954022,204.125113752051,352.284018934015
"16","Bangladesh","2011",0.796699854919736,287.332666255091,237.796981902845,401.719563202322
"16","Bangladesh","2012",0.630076243107861,237.165668451266,197.601945630018,327.575307629698
"162","Norway","2007",0.845275857990396,3400.93650626733,2524.73442888423,5019.05612401814
"162","Norway","2008",0.834469654421637,3268.79409999843,2421.98796664217,4838.36450621099
"162","Norway","2009",0.866696962615249,3726.78157270843,2863.58208074951,5330.14187153006
"162","Norway","2010",0.835130657108399,3800.16995111699,2988.90672438928,5309.64980168724
"162","Norway","2011",0.826622054040985,3912.84726319503,3141.79383767303,5351.361170516
"162","Norway","2012",0.783601976648608,4176.80012341439,3454.47109386898,5522.67571564645
"165","Pakistan","2007",0.505585057531211,254.878171177326,196.348904949853,328.053797774766
"165","Pakistan","2008",0.506381240659475,268.39065018088,206.289550625949,346.788601607413
"165","Pakistan","2009",0.486811928356387,271.144792592237,207.778473283713,351.820072006823
"165","Pakistan","2010",0.507774541912024,297.441396173354,227.446078551841,387.49656450216
"165","Pakistan","2011",0.498755111130268,308.027506095769,234.99600829502,402.898333649684
"165","Pakistan","2012",0.52068924600582,338.864758798019,257.807777561579,445.101479742612
"166","Panama","2007",0.68129360658774,1577.06765502533,1257.89246356553,1980.87966100045
"166","Panama","2008",0.703422070551535,1730.09574006975,1381.7483397057,2172.46777417472
"166","Panama","2009",0.697748517245329,1632.25005526948,1293.35416003774,2070.38957659822
"166","Panama","2010",0.686818868975334,1638.40146066343,1293.75025628702,2087.75776342469
"166","Panama","2011",0.679691664003713,1716.16834933874,1352.76975955314,2192.95018663621
"166","Panama","2012",0.680971139236282,1783.50924642235,1416.85476083124,2259.45025897976
"167","Czech.Republic","2007",0.667430482772974,2636.47622160383,2018.75032206764,3212.96579241694
"167","Czech.Republic","2008",0.700429573426435,2571.42411169409,1945.25940560751,3161.90215094947
